id,title,year,rtAllCriticsRating,rtAllCriticsNumReviews,rtAllCriticsNumFresh,rtAllCriticsNumRotten,rtAllCriticsScore,rtTopCriticsRating,rtTopCriticsNumReviews,rtTopCriticsNumFresh,rtTopCriticsNumRotten,rtTopCriticsScore,rtAudienceRating,rtAudienceNumRatings,rtAudienceScore,rtPictureURL
829,Joe's Apartment,1996,3.8,26,4,22,15,3.6,8,1,7,12,2.5,3311,43,http://content9.flixster.com/movie/11/15/13/11151375_det.jpg
830,The First Wives Club,1996,5.4,32,13,19,40,5.7,7,2,5,28,3.2,9522,67,http://content9.flixster.com/movie/25/55/255511_det.jpg
831,Stonewall,1995,6.5,8,5,3,62,0,3,1,2,33,3.4,282,57,http://content9.flixster.com/movie/10/85/48/10854819_det.jpg
832,Ransom,1996,6.4,30,21,9,70,5.7,7,4,3,57,3.1,10364,61,http://content9.flixster.com/movie/10/91/77/10917783_det.jpg
833,High School Musical 3: Senior Year,2008,5.9,127,83,44,65,6,27,18,9,66,3.6,80210,76,http://content9.flixster.com/movie/10/89/47/10894743_det.jpg
834,Phat Beach,1996,0,3,0,3,0,0,1,0,1,0,3,375,46,http://content6.flixster.com/movie/10/85/88/10858856_det.jpg
835,Foxfire,1996,5.3,10,3,7,30,0,4,1,3,25,3.5,3071,67,http://content8.flixster.com/movie/10/87/90/10879038_det.jpg
836,Chain Reaction,1996,4.1,31,4,27,12,5.1,9,2,7,22,2.7,6845,33,http://content8.flixster.com/movie/10/94/13/10941374_det.jpg
837,Matilda,1996,7.4,20,18,2,90,7.4,5,5,0,100,3.1,24214,65,http://content6.flixster.com/movie/10/88/58/10885848_det.jpg
838,Emma,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/73/95/22/7395229_det.jpg
839,The Crow: City of Angels,1996,3.4,33,4,29,12,3.3,8,1,7,12,3,12460,51,http://content6.flixster.com/movie/10/93/21/10932152_det.jpg
840,House Arrest,1996,3.5,12,1,11,8,0,3,0,3,0,2.8,2789,44,http://content9.flixster.com/movie/55/06/07/5506075_det.jpg
841,Les yeux sans visage,1960,8.2,42,41,1,97,7.8,9,8,1,88,4,785,86,http://content9.flixster.com/movie/10/85/78/10857831_det.jpg
842,Bordello of Blood,1996,3.2,27,4,23,14,3.6,7,1,6,14,2.6,3764,41,http://content8.flixster.com/movie/10/88/79/10887978_det.jpg
844,Xinghua san yue tian,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/10/97/41/10974180_det.jpg
845,Tian guo ni zi,1994,0,3,2,1,66,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/10/97/43/10974335_det.jpg
846,Flirt,1995,6.6,10,7,3,70,0,2,0,2,0,3.7,271,71,http://content7.flixster.com/movie/10/88/38/10883881_det.jpg
847,The Big Squeeze,1996,5,7,3,4,42,0,1,0,1,0,3.8,49,75,http://content8.flixster.com/movie/10/85/19/10851946_det.jpg
848,The Spitfire Grill,1996,5.4,26,9,17,34,5.2,6,0,6,0,3.6,777,77,http://content8.flixster.com/movie/10/88/20/10882010_det.jpg
849,Escape from L.A.,1996,5.6,45,25,20,55,5.9,14,8,6,57,2.8,10054,41,http://content9.flixster.com/movie/27/26/272607_det.jpg
850,Xich lo,1995,6.5,11,8,3,72,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/29/56/295620_det.jpg
851,Basquiat,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/10/85/19/10851952_det.jpg
852,Tin Cup,1996,6.5,48,33,15,68,7,13,10,3,76,2.9,6148,57,http://content9.flixster.com/movie/26/86/268607_det.jpg
853,Evil Angels,1988,6.8,20,18,2,90,0,1,1,0,100,3.3,1554,63,http://content6.flixster.com/movie/26/47/264712_det.jpg
858,The Godfather,1972,9,66,66,0,100,8.4,11,11,0,100,4.4,172072,97,http://content9.flixster.com/movie/11/12/76/11127687_det.jpg
860,Der bewegte Mann,1994,5.9,9,5,4,55,0,3,2,1,66,3.5,359,64,http://content7.flixster.com/movie/10/85/95/10859537_det.jpg
861,Ging chat goo si 3: Chiu kup ging chat,1992,7.3,37,35,2,94,6.8,9,8,1,88,3.4,4064,69,http://content9.flixster.com/movie/10/86/39/10863979_det.jpg
862,Manny & Lo,1996,5.8,21,13,8,61,6.2,11,8,3,72,3.4,477,55,http://content7.flixster.com/movie/10/86/80/10868093_det.jpg
864,The Time Traveler's Wife,2009,5.1,151,56,95,37,4.8,34,10,24,29,2.9,189828,65,http://content7.flixster.com/movie/10/92/43/10924397_det.jpg
865,Small Faces,1996,6.7,9,6,3,66,0,2,2,0,100,4.1,183,85,http://content6.flixster.com/movie/10/93/94/10939484_det.jpg
866,Bound,1996,7.7,34,30,4,88,8.6,5,5,0,100,3.5,5521,80,http://content7.flixster.com/movie/60/48/98/6048989_det.jpg
867,Carpool,1996,2.4,10,0,10,0,0,3,0,3,0,2.6,1096,39,http://content7.flixster.com/movie/10/52/89/10528985_det.jpg
868,Death in Brunswick,1991,0,4,2,2,50,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/21/54/85/2154856_det.jpg
869,Kansas City,1996,5.9,33,19,14,57,6.2,9,5,4,55,3,608,37,http://content8.flixster.com/movie/28/25/282598_det.jpg
870,Gone Fishin',1997,2.2,22,1,21,4,2.4,6,0,6,0,2.6,2183,39,http://content6.flixster.com/movie/10/94/35/10943536_det.jpg
872,Ai qing wan sui,1994,8.1,5,4,1,80,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/30/50/305029_det.jpg
875,Nothing to Lose,1997,5.1,23,6,17,26,5.7,5,1,4,20,3.1,5245,67,http://content7.flixster.com/movie/10/45/21/10452197_det.jpg
876,Chao ji ji hua,1993,6,14,9,5,64,0,1,1,0,100,3.1,871,46,http://content6.flixster.com/movie/28/07/280704_det.jpg
877,Girls Town,1996,6.8,23,20,3,86,7,10,9,1,90,3.8,173,76,http://content9.flixster.com/movie/66/25/56/6625567_det.jpg
879,The Relic,1997,4.4,28,9,19,32,5.8,5,2,3,40,2.7,3098,36,http://content8.flixster.com/movie/63/26/07/6326074_det.jpg
880,The Island of Dr. Moreau,1996,4.3,31,7,24,22,4,5,0,5,0,2.4,5032,26,http://content7.flixster.com/movie/28/70/287025_det.jpg
881,First Kid,1996,4,12,2,10,16,0,2,0,2,0,2.5,2541,37,http://content9.flixster.com/movie/26/04/260491_det.jpg
882,The Trigger Effect,1996,6.4,23,17,6,73,0,3,1,2,33,3,521,35,http://content7.flixster.com/movie/27/74/277421_det.jpg
884,Sweet Nothing in My Ear,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/10/89/53/10895381_det.jpg
885,Bill & Ted's Bogus Journey,1991,6,33,19,14,57,6,6,4,2,66,3,17201,59,http://content9.flixster.com/movie/10/88/19/10881967_det.jpg
886,Bulletproof Monk,2003,4.3,130,28,102,21,4,31,5,26,16,2.9,13789,50,http://content8.flixster.com/movie/10/88/61/10886106_det.jpg
887,Talk of Angels,1998,0,3,2,1,66,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/28/97/76/2897767_det.jpg
888,The Land Before Time III: The Time of the Great Giving,1995,0,4,2,2,50,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/10/92/43/10924385_det.jpg
889,Miami Vice,2006,5.6,189,89,100,47,6.4,41,28,13,68,2.8,55637,48,http://content8.flixster.com/movie/78/65/786578_det.jpg
891,Halloween: The Curse of Michael Myers,1995,2.5,27,1,26,3,1.7,6,0,6,0,3.1,12571,56,http://content6.flixster.com/movie/97/82/14/9782144_det.jpg
892,Twelfth Night,1996,6.8,30,21,9,70,6.5,10,7,3,70,3.7,1937,77,http://content9.flixster.com/movie/10/89/35/10893535_det.jpg
893,Mother Night,1996,6.3,23,14,9,60,6.4,5,2,3,40,3.6,706,74,http://content9.flixster.com/movie/10/92/33/10923347_det.jpg
896,Les roseaux sauvages,1994,8.2,10,10,0,100,0,3,3,0,100,4,604,86,http://content8.flixster.com/movie/11/12/23/11122346_det.jpg
897,For Whom the Bell Tolls,1943,6.4,12,10,2,83,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/29/51/295129_det.jpg
898,The Philadelphia Story,1940,8.6,43,43,0,100,8,5,5,0,100,4.1,11465,92,http://content7.flixster.com/movie/10/08/01/10080157_det.jpg
899,Singin' in the Rain,1952,9.2,44,44,0,100,8.8,9,9,0,100,3.9,28033,91,http://content7.flixster.com/movie/10/93/77/10937761_det.jpg
900,An American in Paris,1951,7.9,47,46,1,97,7.2,5,5,0,100,3.7,6926,77,http://content6.flixster.com/movie/10/85/50/10855056_det.jpg
901,Funny Face,1957,7.6,22,19,3,86,0,2,2,0,100,3.7,8892,80,http://content8.flixster.com/movie/10/88/03/10880354_det.jpg
902,Breakfast at Tiffany's,1961,7.4,43,37,6,86,7.4,5,5,0,100,3.9,56438,91,http://content9.flixster.com/movie/28/57/285711_det.jpg
903,Vertigo,1958,8.6,54,53,1,98,8,14,13,1,92,4.1,28291,92,http://content6.flixster.com/movie/57/58/575852_det.jpg
904,Rear Window,1954,8.9,60,60,0,100,8.7,17,17,0,100,4.2,33508,95,http://content6.flixster.com/movie/89/52/98/8952988_det.jpg
905,It Happened One Night,1934,8.7,32,31,1,96,8.2,5,5,0,100,4.1,7375,92,http://content8.flixster.com/movie/29/14/291410_det.jpg
906,Gaslight,1944,7.6,16,14,2,87,0,1,1,0,100,4,2391,89,http://content8.flixster.com/movie/10/85/60/10856082_det.jpg
907,The Gay Divorcee,1934,7.8,8,8,0,100,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/37/40/82/3740826_det.jpg
908,North by Northwest,1959,9,58,58,0,100,7.8,6,6,0,100,4.2,23243,93,http://content9.flixster.com/movie/10/93/42/10934207_det.jpg
909,The Apartment,1960,8.3,43,39,4,90,7.6,8,7,1,87,4.1,9116,93,http://content8.flixster.com/movie/11/15/13/11151366_det.jpg
910,Some Like It Hot,1959,8.9,40,39,1,97,0,4,4,0,100,4.1,23119,93,http://content9.flixster.com/movie/10/55/31/10553171_det.jpg
911,Charade,1963,8.1,33,30,3,90,6,5,3,2,60,4.1,9173,92,http://content6.flixster.com/movie/40/80/61/4080612_det.jpg
912,Casablanca,1942,9,58,56,2,96,7.7,7,6,1,85,4,66776,94,http://content9.flixster.com/movie/10/84/88/10848811_det.jpg
913,The Maltese Falcon,1941,9,40,40,0,100,8.2,6,6,0,100,4,14452,90,http://content9.flixster.com/movie/10/87/69/10876999_det.jpg
914,My Fair Lady,1964,8,36,34,2,94,8.6,6,6,0,100,3.7,27491,87,http://content8.flixster.com/movie/10/93/43/10934366_det.jpg
915,Sabrina,1954,7.4,31,28,3,90,7.2,5,5,0,100,3.8,12812,87,http://content7.flixster.com/movie/10/93/36/10933669_det.jpg
916,Roman Holiday,1953,8.2,43,42,1,97,7.5,6,5,1,83,4.1,17541,93,http://content6.flixster.com/movie/29/08/290804_det.jpg
917,A Little Princess,1995,8.4,20,19,1,95,0,3,3,0,100,3.4,13643,81,http://content6.flixster.com/movie/29/07/290716_det.jpg
918,Meet Me in St. Louis,1944,8.4,24,24,0,100,0,4,4,0,100,3.8,7067,84,http://content9.flixster.com/movie/53/80/62/5380627_det.jpg
919,The Wizard of Oz,1939,9.2,70,70,0,100,8.7,11,11,0,100,3.6,69148,82,http://content6.flixster.com/movie/25/30/253028_det.jpg
920,Gone with the Wind,1939,8.7,62,60,2,96,8.3,13,13,0,100,3.9,62786,91,http://content9.flixster.com/movie/10/93/18/10931807_det.jpg
921,My Favorite Year,1982,7.8,22,22,0,100,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/10/92/21/10922157_det.jpg
922,Sunset Blvd.,1950,9.2,52,51,1,98,8.2,7,7,0,100,4.3,12588,95,http://content7.flixster.com/movie/10/88/29/10882989_det.jpg
923,Citizen Kane,1941,9.4,54,54,0,100,8.9,7,7,0,100,4.1,33926,91,http://content7.flixster.com/movie/10/93/41/10934161_det.jpg
924,2001: A Space Odyssey,1968,8.8,53,51,2,96,7.1,11,9,2,81,3.7,46687,86,http://content6.flixster.com/movie/10/87/27/10872760_det.jpg
925,Golden Earrings,1947,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/10/86/24/10862449_det.jpg
926,All About Eve,1950,9,54,54,0,100,8.2,10,10,0,100,4.2,10267,94,http://content8.flixster.com/movie/10/95/54/10955402_det.jpg
927,The Women,2008,3.9,142,18,124,12,3.8,34,4,30,11,3,20081,41,http://content6.flixster.com/movie/10/85/30/10853064_det.jpg
928,Rebecca,1940,8.7,36,36,0,100,8.2,5,5,0,100,0,0,0,http://content9.flixster.com/movie/28/61/286199_det.jpg
929,Foreign Correspondent,1940,7.9,28,26,2,92,0,3,3,0,100,3.7,1921,77,http://content9.flixster.com/movie/99/05/70/9905707_det.jpg
930,Notorious,2009,5.5,136,68,68,50,6.2,36,22,14,61,3.6,66668,66,http://content8.flixster.com/movie/10/88/40/10884038_det.jpg
931,Spellbound,1945,7.3,30,26,4,86,0,1,1,0,100,3.8,4332,82,http://content7.flixster.com/movie/10/93/88/10938881_det.jpg
932,An Affair to Remember,1957,6.4,25,16,9,64,0,1,0,1,0,4,7962,88,http://content6.flixster.com/movie/30/79/307928_det.jpg
933,To Catch a Thief,1955,8,32,31,1,96,0,2,2,0,100,0,0,0,http://content7.flixster.com/movie/10/93/55/10935581_det.jpg
934,Father of the Bride,1991,5.8,29,21,8,72,0,2,2,0,100,3.2,22336,67,http://content9.flixster.com/movie/25/83/258323_det.jpg
935,The Band Wagon,1953,8.5,13,13,0,100,0,1,1,0,100,3.8,1257,79,http://content8.flixster.com/movie/10/93/42/10934214_det.jpg
936,Ninotchka,1939,8.3,23,23,0,100,0,3,3,0,100,4.1,1769,89,http://content9.flixster.com/movie/97/89/92/9789927_det.png
937,Love in the Afternoon,1957,7.1,23,20,3,86,0,4,4,0,100,3.8,2060,80,http://content8.flixster.com/movie/29/21/292126_det.jpg
938,Gigi,1958,7.1,27,20,7,74,0,4,3,1,75,3.7,5450,75,http://content8.flixster.com/movie/10/88/00/10880022_det.jpg
939,The Reluctant Debutante,1958,0,4,2,2,50,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/51/06/96/5106962_det.jpg
940,The Adventures of Robin Hood,1938,8.9,43,43,0,100,8.6,7,7,0,100,3.7,6404,84,http://content9.flixster.com/movie/11/14/22/11142287_det.jpg
941,The Mask of Zorro,1998,7.1,66,54,12,81,6.5,13,10,3,76,3.3,31107,70,http://content8.flixster.com/movie/75/96/759614_det.jpg
942,Laura,1944,8.6,45,45,0,100,8,6,6,0,100,0,0,0,http://content8.flixster.com/movie/29/04/290494_det.jpg
943,The Ghost and Mrs. Muir,1947,8.2,12,12,0,100,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/10/85/60/10856078_det.jpg
944,Lost Horizon,1937,7.6,8,8,0,100,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/98/97/81/9897817_det.jpg
945,Top Hat,1935,8.6,37,37,0,100,8,6,6,0,100,4,2908,89,http://content9.flixster.com/movie/10/13/03/10130383_det.jpg
946,To Be or Not to Be,1942,8.7,34,33,1,97,7,5,4,1,80,4.2,1733,92,http://content8.flixster.com/movie/91/04/09/9104098_det.jpg
947,My Man Godfrey,1936,8.4,26,26,0,100,8,6,6,0,100,4.1,1789,90,http://content7.flixster.com/movie/31/11/311193_det.jpg
948,Giant,1956,7.7,35,34,1,97,7.8,6,6,0,100,3.9,5890,86,http://content9.flixster.com/movie/60/48/83/6048835_det.jpg
949,East of Eden,1955,8.2,30,26,4,86,0,3,2,1,66,4,5957,90,http://content7.flixster.com/movie/10/93/17/10931781_det.jpg
950,The Thin Man,1934,8.5,26,26,0,100,0,1,1,0,100,4.2,3591,93,http://content6.flixster.com/movie/10/43/19/10431924_det.jpg
951,His Girl Friday,1940,8.6,36,35,1,97,0,4,4,0,100,0,0,0,http://content9.flixster.com/movie/10/93/46/10934643_det.jpg
952,Around the World in 80 Days,2004,4.8,127,39,88,30,4.7,33,9,24,27,2.7,14038,45,http://content7.flixster.com/movie/11/14/86/11148613_det.jpg
953,It's a Wonderful Life,1946,8.7,54,51,3,94,8.4,6,6,0,100,4,35280,94,http://content9.flixster.com/movie/29/04/290427_det.jpg
954,Mr. Smith Goes to Washington,1939,7.4,12,10,2,83,7.4,7,6,1,85,3.6,869,66,http://content8.flixster.com/movie/10/86/77/10867718_det.jpg
955,Bringing Up Baby,1938,8.4,36,34,2,94,0,4,3,1,75,4,8722,90,http://content7.flixster.com/movie/10/85/69/10856933_det.jpg
956,Penny Serenade,1941,7.4,15,14,1,93,0,3,3,0,100,3.7,1083,74,http://content7.flixster.com/movie/28/93/289325_det.jpg
957,The Scarlet Letter,1995,3,33,5,28,15,3.6,11,1,10,9,2.9,3493,48,http://content7.flixster.com/movie/10/86/16/10861633_det.jpg
958,Lady of Burlesque,1943,5.5,5,3,2,60,0,3,2,1,66,3.2,263,52,http://content8.flixster.com/movie/10/83/91/10839118_det.jpg
959,Of Human Bondage,1934,6.9,9,7,2,77,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/11/13/92/11139204_det.jpg
960,Angel on My Shoulder,1946,0,3,2,1,66,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/10/39/82/10398203_det.jpg
961,Little Lord Fauntleroy,1936,7,5,4,1,80,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/49/60/85/4960855_det.jpg
963,The Inspector General,1949,6.8,8,7,1,87,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/28/75/287514_det.jpg
964,Angel and the Badman,1947,6.5,6,4,2,66,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/10/91/88/10918872_det.jpg
965,The 39 Steps,1935,8.8,32,31,1,96,0,4,4,0,100,3.8,5603,84,http://content6.flixster.com/movie/10/87/29/10872908_det.jpg
966,A Walk in the Sun,1945,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/10/84/92/10849294_det.jpg
967,Outlaw,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/10/86/83/10868301_det.jpg
968,Night of the Living Dead,1968,8.5,45,43,2,95,7,5,4,1,80,3.7,26113,85,http://content6.flixster.com/movie/10/91/62/10916208_det.jpg
969,The African Queen,1951,8.7,29,29,0,100,0,3,3,0,100,3.8,6609,87,http://content7.flixster.com/movie/20/48/78/2048785_det.jpg
970,Beat the Devil,1953,6.6,11,7,4,63,0,2,1,1,50,3.3,793,55,http://content6.flixster.com/movie/31/14/311416_det.jpg
971,Cat on a Hot Tin Roof,1958,7.8,30,30,0,100,0,4,4,0,100,3.9,6600,91,http://content9.flixster.com/movie/30/75/307523_det.jpg
972,The Last Time I Saw Paris,1954,6.3,6,5,1,83,0,2,1,1,50,3.1,883,44,http://content9.flixster.com/movie/10/87/75/10877599_det.jpg
973,Meet John Doe,1941,7.2,13,11,2,84,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/30/06/300618_det.jpg
974,La battaglia di Algeri,1966,9,70,69,1,98,8.9,17,17,0,100,4.4,4132,95,http://content9.flixster.com/movie/10/94/26/10942603_det.jpg
976,A Farewell to Arms,1932,7.6,8,7,1,87,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/10/90/60/10906004_det.jpg
980,Huang jia shi jie,1985,0,2,2,0,100,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/35/59/28/3559281_det.jpg
981,On Dangerous Ground,1952,8.3,11,11,0,100,0,1,1,0,100,3.8,411,75,http://content8.flixster.com/movie/28/52/91/2852910_det.jpg
982,Picnic,1955,6.5,6,3,3,50,0,1,0,1,0,3.5,632,64,http://content8.flixster.com/movie/25/80/258002_det.jpg
983,Madagascar Skin,1995,0,3,2,1,66,0,1,0,1,0,3.5,295,58,http://content6.flixster.com/movie/10/83/80/10838088_det.jpg
984,The Pompatus of Love,1995,3.8,6,1,5,16,0,2,1,1,50,2.9,52,31,http://content7.flixster.com/movie/10/85/36/10853669_det.jpg
985,Small Wonder,1985,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
986,Fly Away Home,1996,7.1,32,27,5,84,8.1,7,7,0,100,3,5636,63,http://content6.flixster.com/movie/26/54/265420_det.jpg
987,Bliss,1997,5.8,12,6,6,50,0,4,1,3,25,3.4,337,58,http://content8.flixster.com/movie/27/47/274702_det.jpg
988,Grace of My Heart,1996,6.7,22,16,6,72,0,4,0,4,0,3.6,611,71,http://content9.flixster.com/movie/27/44/274423_det.jpg
989,Schlafes Bruder,1995,6.6,7,5,2,71,0,2,2,0,100,4.1,119,84,http://content7.flixster.com/movie/10/97/64/10976437_det.jpg
990,Maximum Risk,1996,4.3,31,9,22,29,4.2,10,3,7,30,2.8,2236,38,http://content9.flixster.com/movie/27/74/277423_det.jpg
991,Michael Collins,1996,6.8,44,34,10,77,6.8,9,7,2,77,3.6,4673,79,http://content8.flixster.com/movie/26/86/268618_det.jpg
992,The Rich Man's Wife,1996,4.1,14,2,12,14,0,4,0,4,0,3,769,49,http://content7.flixster.com/movie/28/19/281925_det.jpg
993,Infinity,1996,6.2,13,8,5,61,0,4,2,2,50,3.1,399,38,http://content7.flixster.com/movie/26/46/264697_det.jpg
994,Big Night,1996,8,52,50,2,96,8.2,11,11,0,100,3.9,1944,84,http://content7.flixster.com/movie/10/87/40/10874069_det.jpg
996,Last Man Standing,1996,5.1,30,11,19,36,4,6,1,5,16,3.1,8711,56,http://content7.flixster.com/movie/10/94/88/10948865_det.jpg
997,Caught,1996,6.3,12,9,3,75,0,3,2,1,66,3.2,209,58,http://content9.flixster.com/movie/28/09/280923_det.jpg
998,Set It Off,1996,6,23,14,9,60,7.5,6,5,1,83,3.6,10301,86,http://content8.flixster.com/movie/26/90/269030_det.jpg
999,2 Days in the Valley,1996,6.1,52,32,20,61,6,11,8,3,72,3,3984,48,http://content6.flixster.com/movie/26/94/269408_det.jpg
1000,Curdled,1996,4.3,12,2,10,16,0,2,0,2,0,3.4,441,62,http://content9.flixster.com/movie/43/21/04/4321043_det.jpg
1001,The Associate,1996,5.1,17,4,13,23,6.2,7,3,4,42,2.9,1259,52,http://content7.flixster.com/movie/25/98/259813_det.jpg
1002,Ed's Next Move,1996,6.3,9,7,2,77,0,2,2,0,100,3.2,43,75,http://content8.flixster.com/movie/10/85/80/10858018_det.jpg
1003,Extreme Measures,1996,6,31,17,14,54,5.7,6,2,4,33,2.9,2772,37,http://content7.flixster.com/movie/28/29/282909_det.jpg
1004,The Glimmer Man,1996,3.4,24,3,21,12,2.6,9,0,9,0,2.7,2801,48,http://content7.flixster.com/movie/27/22/272217_det.jpg
1005,D3: The Mighty Ducks,1996,3.7,14,2,12,14,0,4,0,4,0,2.8,9838,50,http://content7.flixster.com/movie/26/31/263193_det.jpg
1006,The Chamber,1996,4.5,24,3,21,12,4.6,7,0,7,0,3,1633,43,http://content7.flixster.com/movie/10/88/80/10888009_det.jpg
1007,The Apple Dumpling Gang,1975,6,8,4,4,50,0,2,0,2,0,3.2,2133,60,http://content8.flixster.com/movie/25/12/251202_det.jpg
1008,"Davy Crockett, King of the Wild Frontier",1955,0,4,4,0,100,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/11/14/51/11145149_det.jpg
1009,Escape to Witch Mountain,1975,6,20,15,5,75,0,3,2,1,66,3.1,3761,60,http://content8.flixster.com/movie/10/89/29/10892994_det.jpg
1010,The Love Bug,1968,5.7,15,11,4,73,0,4,1,3,25,3.1,3795,63,http://content8.flixster.com/movie/25/11/251198_det.jpg
1011,Herbie Rides Again,1974,0,4,3,1,75,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/25/21/252102_det.jpg
1012,Old Yeller,1957,7.7,17,16,1,94,0,2,2,0,100,3.3,6399,73,http://content8.flixster.com/movie/10/94/43/10944394_det.jpg
1013,The Parent Trap,1998,7,34,27,7,79,6.5,7,4,3,57,3.1,41455,67,http://content9.flixster.com/movie/10/88/10/10881003_det.jpg
1014,Pollyanna,1960,7.4,11,9,2,81,0,2,2,0,100,3.3,3331,71,http://content7.flixster.com/movie/25/10/251005_det.jpg
1015,Homeward Bound: The Incredible Journey,1993,6.5,22,19,3,86,6.9,8,7,1,87,3.2,15019,66,http://content8.flixster.com/movie/10/91/53/10915370_det.jpg
1016,The Shaggy Dog,2006,4.4,103,28,75,27,4.8,29,10,19,34,2.9,41890,50,http://content9.flixster.com/movie/10/89/84/10898411_det.jpg
1017,Swiss Family Robinson,1960,6.7,17,14,3,82,0,2,1,1,50,3.3,3986,71,http://content8.flixster.com/movie/10/86/95/10869530_det.jpg
1018,That Darn Cat,1997,3.8,14,1,13,7,0,4,0,4,0,2.5,2029,30,http://content6.flixster.com/movie/10/86/44/10864404_det.jpg
1019,20000 Leagues Under the Sea,1954,7.7,24,22,2,91,0,4,4,0,100,3.2,7628,57,http://content6.flixster.com/movie/11/14/17/11141728_det.jpg
1020,Cool Runnings,1993,6,30,22,8,73,6,6,4,2,66,3.4,35317,77,http://content8.flixster.com/movie/25/47/254718_det.jpg
1021,Angels in the Outfield,1951,0,1,1,0,100,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/10/89/81/10898186_det.jpg
1022,Cinderella,1950,7.3,26,24,2,92,8,5,5,0,100,3.5,63946,76,http://content9.flixster.com/movie/25/06/250619_det.jpg
1023,Winnie the Pooh and the Blustery Day,1968,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1024,The Three Caballeros,1944,6.8,15,13,2,86,0,4,3,1,75,3.3,2192,62,http://content9.flixster.com/movie/10/88/70/10887063_det.jpg
1025,The Sword in the Stone,1963,6,22,16,6,72,0,3,2,1,66,3.3,11900,68,http://content6.flixster.com/movie/25/07/250724_det.jpg
1026,So Dear to My Heart,1948,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/56/75/49/5675490_det.jpg
1027,Robin Hood: Prince of Thieves,1991,5.2,27,15,12,55,0,2,1,1,50,3.4,30722,72,http://content6.flixster.com/movie/10/93/73/10937328_det.jpg
1028,Mary Poppins,1964,8.2,37,37,0,100,0,3,3,0,100,3.5,44140,79,http://content6.flixster.com/movie/62/99/53/6299532_det.jpg
1029,Dumbo,1941,8.4,31,30,1,96,0,4,4,0,100,3.3,32327,65,http://content8.flixster.com/movie/10/83/83/10838302_det.jpg
1030,Pete's Dragon,1977,4.6,20,10,10,50,0,2,2,0,100,3.1,7622,59,http://content6.flixster.com/movie/25/09/250924_det.jpg
